start_token	end_token	supersense_category	text
914	915	noun.communication	Fairy Tales
920	920	noun.communication	dialect
922	922	verb.cognition	including
924	925	noun.communication	Lowland Scotch
928	928	noun.communication	Footnote
931	931	verb.stative	is
934	934	verb.communication	remarking
937	938	noun.person	Brothers Grimm
939	939	verb.creation	did
944	944	noun.communication	stories
952	952	verb.communication	say
956	956	noun.communication	Preface
972	972	noun.person	selbst
977	977	verb.communication	add
982	982	noun.communication	stories
987	987	noun.artifact	sources
992	992	noun.communication	volume
994	995	noun.person	Mrs. Hunt
997	997	noun.communication	translation
999	999	noun.communication	Nos
1001	1001	noun.quantity	12
1005	1005	noun.quantity	19
1034	1034	noun.person	Children
1041	1041	noun.process	growth
1045	1045	verb.cognition	read
1046	1046	noun.communication	dialect
1053	1053	verb.change	reduce
1056	1056	noun.communication	phraseology
1061	1061	noun.time	century
1062	1063	noun.person	chap -
1064	1064	noun.communication	books
1068	1068	verb.cognition	re
1070	1070	verb.creation	write
1073	1073	noun.attribute	style
1075	1075	noun.communication	stories
1077	1077	verb.stative	extant
1082	1082	noun.communication	English
1089	1089	verb.stative	left
1092	1092	noun.communication	vulgarisms
1095	1095	noun.body	mouths
1098	1098	noun.group	people
1100	1100	noun.person	Children
1101	1101	verb.emotion	appreciate
1104	1104	noun.attribute	propriety
1111	1111	noun.person	elders
1114	1114	verb.communication	speaking
1118	1118	verb.stative	been
1120	1120	noun.feeling	ambition
1122	1122	verb.creation	write
1126	1127	noun.person	old nurse
1129	1129	verb.communication	speak
1132	1132	verb.communication	tells
1133	1134	noun.communication	Fairy Tales
1137	1137	verb.stative	am
1142	1142	noun.act	success
1144	1144	verb.cognition	catching
1149	1149	noun.communication	tone
1153	1153	noun.communication	narratives
1157	1157	noun.act	thing
1161	1161	verb.social	done
1166	1166	noun.cognition	object
1169	1169	verb.creation	give
1171	1171	noun.communication	book
1174	1175	noun.communication	Fairy Tales
1178	1178	noun.person	children
1180	1180	verb.perception	listen
1185	1185	verb.stative	been
1189	1189	noun.communication	book
1194	1194	verb.cognition	read
1200	1201	verb.cognition	taken in
1204	1204	noun.body	eye
1209	1209	noun.event	instances
1212	1212	verb.communication	introduced
1214	1214	verb.change	changed
1216	1216	noun.event	incident
1227	1227	verb.communication	mentioning
1229	1229	noun.cognition	fact
1232	1232	noun.communication	Notes
1237	1237	verb.social	relegated
1240	1240	noun.attribute	obscurity
1243	1243	noun.communication	print
1247	1247	noun.location	place
1259	1259	verb.communication	warned
1264	1264	verb.communication	indicate
1266	1266	noun.location	sources
1268	1268	verb.possession	give
1271	1271	noun.communication	references
1273	1273	noun.communication	parallels
1275	1275	noun.cognition	variants
1278	1278	verb.stative	be
1280	1280	noun.attribute	interest
1284	1284	noun.person	students
1286	1288	noun.cognition	Folk - lore
1291	1291	verb.stative	is
1298	1298	verb.communication	inform
1299	1299	noun.person	readers
1301	1301	verb.stative	are
1303	1303	noun.person	fellow
1305	1305	noun.person	students
1308	1308	noun.cognition	study
1310	1312	noun.communication	Folk - tales
1313	1313	verb.stative	has
1316	1316	verb.stative	be
1318	1318	noun.cognition	science
1321	1321	verb.possession	has
1324	1324	noun.communication	terminology
1329	1329	noun.cognition	methods
1331	1331	noun.cognition	investigation
1337	1337	verb.cognition	hoped
1342	1342	noun.time	days
1345	1345	verb.possession	gain
1347	1347	noun.Tops	knowledge
1350	1350	noun.artifact	workings
1354	1354	noun.cognition	mind
1358	1358	noun.communication	traces
1361	1361	noun.attribute	modes
1363	1363	noun.cognition	thought
1365	1365	noun.cognition	custom
1368	1368	verb.emotion	hope
1372	1372	noun.event	occasion
1374	1374	verb.cognition	treat
1376	1376	noun.communication	subject
1380	1382	noun.communication	Folk - tale
1386	1386	noun.relation	scale
1392	1392	noun.artifact	paraphernalia
1394	1394	noun.person	prolegomena
1396	1396	noun.communication	excursus
1405	1405	verb.creation	reproduce
1407	1407	noun.communication	originals
1410	1410	noun.attribute	accuracy
1415	1415	verb.cognition	felt
1423	1423	noun.event	occasion
1425	1425	verb.social	make
1428	1428	noun.act	deviations
1434	1434	verb.change	make
1436	1436	noun.communication	tales
1439	1439	noun.person	children
1446	1446	verb.communication	thank
1450	1450	noun.attribute	kindness
1452	1452	verb.possession	waiving
1454	1454	noun.attribute	rights
1459	1459	noun.communication	stories
1464	1464	verb.social	enabled
1466	1466	verb.communication	compile
1468	1468	noun.communication	book
1471	1474	noun.person	friends Mr. E. Clodd
1476	1479	noun.person	Mr. F. Hindes Groome
1482	1484	noun.person	Mr. Andrew Lang
1488	1488	verb.possession	yielded
1489	1489	verb.cognition	up
1497	1497	noun.communication	stories
1501	1501	noun.communication	pages
1504	1504	noun.person	Councils
1512	1515	noun.group	Folk - lore Societies
1518	1519	noun.person	Messrs. Longmans
1523	1523	verb.stative	been
1530	1530	verb.communication	close
1532	1532	noun.communication	remarks
1535	1535	noun.communication	word
1537	1537	noun.communication	thanks
1539	1539	noun.communication	praise
1543	1543	noun.cognition	skill
1547	1547	noun.person	friend
1549	1552	noun.person	Mr. J. D. Batten
1555	1555	verb.change	made
1557	1557	noun.communication	romance
1559	1559	noun.attribute	humour
1562	1562	noun.communication	stories
1563	1563	verb.change	live
1568	1568	noun.artifact	designs
1573	1573	verb.contact	adorned
1575	1575	noun.communication	pages
1580	1580	verb.communication	added
1584	1584	noun.artifact	headpieces
1587	1588	noun.person	Henny Penny
1592	1593	noun.person	Mr. Fox
1595	1596	verb.stative	are due
1600	1600	noun.person	friend
1602	1604	noun.person	Mr. Henry Ryland
1606	1607	noun.person	JOSEPH JACOBS
